NationalTOMsRef;Question_Name;Units;Proxy_Value;Target_Number;Target_LEV;Actual_Number_Delivered;Delivered_LEV;Project_name;Industry;Postcode;Contract_Value
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;1000000;£534.687,72;0;£0,00;Project589;Construction;BD22 ;£1.929.115,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;0;£0,00;0;£0,00;Project589;Construction;BD22 ;£1.929.115,00
NT1;Local people employed;no. people FTE;£30.219,00;75;£2.266.425,00;0;£0,00;Project592;Construction;RG30 ;£14.322.745,00
NT19;Local Supply Chain Spend (SMEs);£;£1,14;;;0;£0,00;Project592;Construction;RG30 ;£14.322.745,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,14;;;0;£0,00;Project592;Construction;RG30 ;£14.322.745,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£25.822,00;1;£25.822,00;0;£0,00;Project593;Construction;DN22 ;£1.730.766,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,54;72000;£38.734,93;0;£0,00;Project593;Construction;DN22 ;£1.730.766,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;0;£0,00;0;£0,00;Project593;Construction;DN22 ;£1.730.766,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.746,00;15;£425.310,00;3;£80.238,00;Project594;Construction;M44 ;£900.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,83;18000;£15.011,17;22364;£18.650,54;Project594;Construction;M44 ;£900.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,83;;;0;£0,00;Project594;Construction;M44 ;£900.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.746,00;2;£51.810,00;1;£26.746,00;Project595;Construction;M3 ;£300.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,83;10000;£6.845,48;0;£0,00;Project595;Construction;M3 ;£300.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,83;;;0;£0,00;Project595;Construction;M3 ;£300.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£26.273,00;3,3;£86.700,90;0;£0,00;Project627;Construction;S26 ;£291.619,00
NT1;No. of local people (FTE) employed paid Joseph Rowntree Living Wage (minimum);no. people FTE;£0,00;11;£0,00;0;£0,00;Project627;Construction;S26 ;£291.619,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,53;181000;£95.568,00;0;£0,00;Project627;Construction;S26 ;£291.619,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.746,00;30;£802.380,00;10;£267.460,00;Project630;Construction;M3 ;£45.925.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,83;9185000;£7.659.864,30;0;£0,00;Project630;Construction;M3 ;£45.925.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,83;2296250;£1.914.966,08;0;£0,00;Project630;Construction;M3 ;£45.925.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;;;0;£0,00;Project633;Construction;B91 ;£107.699,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;;;0;£0,00;Project633;Construction;B91 ;£107.699,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project633;Construction;B91 ;£107.699,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,72;;;24166732,21;£17.314.742,71;Project126;Construction;CM1 ;£43.279.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,72;;;14860161,9;£10.646.862,71;Project126;Construction;CM1 ;£43.279.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,72;;;3285845,42;£2.354.210,22;Project127;Construction;CM1 ;£4.562.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,72;;;3285845,42;£2.354.210,22;Project127;Construction;CM1 ;£4.562.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,72;;;9425476,54;£6.753.072,77;Project129;Construction;N14 ;£15.822.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,72;;;5743857;£4.115.302,20;Project129;Construction;N14 ;£15.822.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,48;;;6969650,84;£3.369.975,52;Project153;Construction;IG7 ;£11.069.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,48;;;4719181,46;£2.281.825,36;Project153;Construction;IG7 ;£11.069.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,55;;;5233132,06;£2.889.427,32;Project204;Construction;CM7 ;£10.650.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;4186706,15;£2.311.652,56;Project204;Construction;CM7 ;£10.650.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,55;;;2054583,18;£1.134.419,83;Project637;Construction;CM3 ;£4.792.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;2054583,18;£1.134.419,83;Project637;Construction;CM3 ;£4.792.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,64;;;0;£0,00;Project640;Construction;YO62 ;£2.410.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,64;;;1042188,81;£669.168,66;Project640;Construction;YO62 ;£2.410.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,49;;;0;£0,00;Project641;Construction;DN4 ;£2.495.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,49;;;0;£0,00;Project641;Construction;DN4 ;£2.495.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,73;;;0;£0,00;Project148;Construction;EN5 ;£9.359.467,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,73;;;0;£0,00;Project148;Construction;EN5 ;£9.359.467,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,55;;;5415153,73;£2.954.833,01;Project645;Construction;SS6 ;£8.609.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;5415153,73;£2.954.833,01;Project645;Construction;SS6 ;£8.609.000,00
NT1;No. of local people (FTE) employed on contract for one year;no. people FTE;£25.822,00;;;7;£180.754,00;Project646;Construction;NN11 ;£30.085.329,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,74;619555;£456.766,53;729291;£537.669,33;Project646;Construction;NN11 ;£30.085.329,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,74;;;0;£0,00;Project646;Construction;NN11 ;£30.085.329,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;0;£0,00;Project647;Construction;B20 ;£12.655.072,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;556217,89;£368.393,78;Project647;Construction;B20 ;£12.655.072,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,78;;;0;£0,00;Project114;Construction;CM23 ;£44.071.371,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,78;;;0;£0,00;Project114;Construction;CM23 ;£44.071.371,00
NT1;No. local people employed on contract, FTE;no. people FTE;£26.746,00;1,23;£32.897,58;0;£0,00;Project655;Construction;SK1 ;£410.584,00
NT18;Total amount (£) spent in LOCAL supply chain through contract, excluding SMEs;£;£0,66;4000;£2.640,00;0;£0,00;Project655;Construction;SK1 ;£410.584,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,66;53385;£35.234,10;0;£0,00;Project655;Construction;SK1 ;£410.584,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;3;£80.457,00;0;£0,00;Project657;Construction;CV6 ;£4.841.523,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project657;Construction;CV6 ;£4.841.523,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project657;Construction;CV6 ;£4.841.523,00
NT1;Local people employed;no. people FTE;£27.123,00;2;£54.246,00;2;£54.246,00;Project658;Construction;PL1 ;£1.661.087,00
NT19;Local Supply Chain Spend (SMEs);£;£0,57;;;832262;£474.525,01;Project658;Construction;PL1 ;£1.661.087,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,57;;;15400;£8.780,51;Project658;Construction;PL1 ;£1.661.087,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£25.822,00;2;£51.644,00;0;£0,00;Project662;Construction;NG31 ;£1.216.467,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,53;;;0;£0,00;Project662;Construction;NG31 ;£1.216.467,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,53;;;0;£0,00;Project662;Construction;NG31 ;£1.216.467,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,75;;;0;£0,00;Project663;Construction;NW6 ;£11.363.776,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,75;;;0;£0,00;Project663;Construction;NW6 ;£11.363.776,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;4,99;£131.027,42;0;£0,00;Project664;Construction;WF1 ;£241.955,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,60;200000;£119.586,99;0;£0,00;Project664;Construction;WF1 ;£241.955,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,60;0;£0,00;0;£0,00;Project664;Construction;WF1 ;£241.955,00
NT1;Local people employed;no. people FTE;£25.822,00;8;£206.576,00;8;£206.576,00;Project675;Construction;NG15 ;£5.300.000,00
NT19;Local Supply Chain Spend (SMEs);£;£0,54;1657500;£891.710,30;523355;£281.557,19;Project675;Construction;NG15 ;£5.300.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,54;1950500;£1.049.339,94;2718000;£1.462.243,50;Project675;Construction;NG15 ;£5.300.000,00
NT1;Local people employed;no. people FTE;£25.822,00;4;£103.288,00;4;£103.288,00;Project681;Construction;nn8 ;£998.806,00
NT19;Local Supply Chain Spend (SMEs);£;£0,58;;;0;£0,00;Project681;Construction;nn8 ;£998.806,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,58;170000;£98.594,88;57880,24;£33.568,80;Project681;Construction;nn8 ;£998.806,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,53;;;980345,09;£516.933,05;Project140;Construction;ME1 ;£37.276.958,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,53;;;0;£0,00;Project140;Construction;ME1 ;£37.276.958,00
NT1;No. of local employees hired on contract;no. people FTE;£38.992,00;;;1;£38.992,00;Project683;Construction;HA2 ;£22.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,04;;;56588;£58.794,93;Project683;Construction;HA2 ;£22.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,04;;;0;£0,00;Project683;Construction;HA2 ;£22.500.000,00
NT18;Total amount (£) spent in LOCAL (BS1-16) supply chain through the contract;£;£0,88;6000;£5.292,00;0;£0,00;Project687;Construction;BS3 ;£150.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs (BS1-BS16);£;£0,88;;;0;£0,00;Project687;Construction;BS3 ;£150.000,00
NT1;No. local (BS1-BS16) people (FTE) employed on contract;no. people FTE;£28.222,00;1,5;£42.333,00;0;£0,00;Project687;Construction;BS3 ;£150.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.222,00;;;0;£0,00;Project687;Construction;BS3 ;£150.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,89;;;5495,75;£4.911,11;Project205;Construction;WA3 ;£8.097.454,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,89;;;0;£0,00;Project205;Construction;WA3 ;£8.097.454,00
NT1;No. of local employees hired on contract;no. people FTE;£38.992,00;;;31,67;£1.234.876,64;Project688;Construction;SE15 ;£70.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,07;;;1633402,66;£1.739.573,83;Project688;Construction;SE15 ;£70.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,07;;;0;£0,00;Project688;Construction;SE15 ;£70.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.536,00;52;£1.394.588,00;0;£0,00;Project690;Construction;B90 ;£65.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,09;6500000;£6.240.880,14;6580742,28;£7.199.332,05;Project690;Construction;B90 ;£65.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,09;650000;£624.088,01;0;£0,00;Project690;Construction;B90 ;£65.000.000,00
NT1;No. of local employees hired on contract;no. people FTE;£38.992,00;;;0;£0,00;Project691;Construction;AL7 ;£44.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,96;;;0;£0,00;Project691;Construction;AL7 ;£44.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project691;Construction;AL7 ;£44.000.000,00
NT1;No. of local employees hired on contract;no. people FTE;£38.992,00;;;0;£0,00;Project692;Construction;E16 ;£27.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,75;;;0;£0,00;Project692;Construction;E16 ;£27.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,75;;;0;£0,00;Project692;Construction;E16 ;£27.000.000,00
NT1;No. of local employees hired on contract;no. people FTE;£32.120,00;;;0;£0,00;Project693;Construction;SS3 ;£50.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,54;;;0;£0,00;Project693;Construction;SS3 ;£50.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;;;0;£0,00;Project693;Construction;SS3 ;£50.000.000,00
NT1;No. of local employees hired on contract;no. people FTE;£38.992,00;;;0;£0,00;Project694;Construction;W7 ;£84.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,86;;;0;£0,00;Project694;Construction;W7 ;£84.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,86;;;0;£0,00;Project694;Construction;W7 ;£84.000.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;4;£107.276,00;0;£0,00;Project695;Construction;CV2 ;£3.600.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project695;Construction;CV2 ;£3.600.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project695;Construction;CV2 ;£3.600.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,57;;;0;£0,00;Project697;Construction;NG24 ;£8.769.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,57;;;0;£0,00;Project697;Construction;NG24 ;£8.769.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,88;;;0;£0,00;Project698;Construction;PE6 ;£4.795.770,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,88;;;0;£0,00;Project698;Construction;PE6 ;£4.795.770,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;2;£53.638,00;0;£0,00;Project699;Construction;CV1 ;£1.640.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project699;Construction;CV1 ;£1.640.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project699;Construction;CV1 ;£1.640.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,62;;;0;£0,00;Project701;Construction;ME10 ;£42.956,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,62;;;0;£0,00;Project701;Construction;ME10 ;£42.956,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,87;;;0;£0,00;Project702;Construction;CM23 ;£873.662,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;0;£0,00;Project702;Construction;CM23 ;£873.662,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,54;;;0;£0,00;Project703;Construction;NG24 ;£6.250.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;;;0;£0,00;Project703;Construction;NG24 ;£6.250.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,65;;;0;£0,00;Project704;Construction;LE67 ;£18.834.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project704;Construction;LE67 ;£18.834.000,00
NT18;Total amount (£) spent in LOCAL (BS1-16) supply chain through the contract;£;£0,88;15000;£13.230,00;0;£0,00;Project706;Construction;BS3 ;£54.297,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs (BS1-BS16);£;£0,88;;;0;£0,00;Project706;Construction;BS3 ;£54.297,00
NT1;No. local (BS1-BS16) people (FTE) employed on contract;no. people FTE;£28.222,00;0,15;£4.233,30;0;£0,00;Project706;Construction;BS3 ;£54.297,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.222,00;;;0;£0,00;Project706;Construction;BS3 ;£54.297,00
NT1;No. of local direct employees (FTE) hired on contract;no. people FTE;£27.835,00;2;£55.670,00;2;£55.670,00;Project709;Construction;ls2 ;£500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,91;120000;£108.720,00;0;£0,00;Project709;Construction;ls2 ;£500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,91;75000;£67.950,00;0;£0,00;Project709;Construction;ls2 ;£500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;0,25;£7.034,25;0,25;£7.034,25;Project712;Construction;M8 ;£550.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,08;19549,28;£21.015,48;19549,28;£21.015,48;Project712;Construction;M8 ;£550.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,08;;;0;£0,00;Project712;Construction;M8 ;£550.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.366,00;;;0;£0,00;Project718;Construction;KA13 ;£11.774.315,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,68;;;0;£0,00;Project718;Construction;KA13 ;£11.774.315,00
NT19;Value of work awarded to Local MSMEs;£;£0,68;;;0;£0,00;Project718;Construction;KA13 ;£11.774.315,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,54;;;0;£0,00;Project697;Construction;NG24 ;£8.769.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;;;0;£0,00;Project697;Construction;NG24 ;£8.769.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,81;;;0;£0,00;Project698;Construction;PE6 ;£4.376.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project698;Construction;PE6 ;£4.376.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£27.835,00;0;£0,00;13,21;£367.700,35;Project720;Construction;S1 ;£24.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,65;;;0;£0,00;Project720;Construction;S1 ;£24.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project720;Construction;S1 ;£24.500.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£25.905,00;;;0;£0,00;Project723;Construction;TS17 ;£129.218,00
NT1;Local people employed who belong to the 60th percentile;no. people;£29.700,00;;;0;£0,00;Project723;Construction;TS17 ;£129.218,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,91;;;0;£0,00;Project725;Construction;LS9 ;£18.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;0;£0,00;Project725;Construction;LS9 ;£18.000.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;10;£268.190,00;13;£348.647,00;Project726;Construction;CV1 ;£49.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;4780;£3.211,68;4780;£3.211,68;Project726;Construction;CV1 ;£49.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;175500;£117.918,21;0;£0,00;Project726;Construction;CV1 ;£49.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.536,00;;;0;£0,00;Project727;Construction;B70 ;£104.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,58;;;0;£0,00;Project727;Construction;B70 ;£20.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,87;;;0;£0,00;Project728;Construction;PO15 ;£48.800.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;177084,79;£112.273,03;Project137;Construction;L33 ;£22.542.788,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;7964;£5.049,23;Project137;Construction;L33 ;£22.542.788,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;4;£107.276,00;0;£0,00;Project729;Construction;B91 ;£225.224,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;5000;£4.800,00;0;£0,00;Project729;Construction;B91 ;£225.224,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project729;Construction;B91 ;£225.224,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project730;Construction;TR13 ;£3.340.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project732;Construction;CF10 ;£6.800.000,00
NT1;Local people employed;no. people FTE;£26.258,00;8;£210.064,00;17;£446.386,00;Project733;Construction;LS9 ;£18.552.499,00
NT19;Local Supply Chain Spend (SMEs);£;£0,81;9286972;£7.549.288,50;1276454;£1.037.616,94;Project733;Construction;LS9 ;£18.552.499,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,81;2213028;£1.798.948,77;618252;£502.570,99;Project733;Construction;LS9 ;£18.552.499,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.137,00;;;4,76;£133.932,12;Project734;Construction;M22 ;£2.633.334,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,08;;;0;£0,00;Project734;Construction;M22 ;£2.633.334,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,08;;;0;£0,00;Project734;Construction;M22 ;£2.633.334,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£28.354,00;;;0;£0,00;Project738;Construction;pa1 ;£500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through contract;£;£0,96;;;309259,42;£295.961,26;Project738;Construction;pa1 ;£500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project738;Construction;pa1 ;£500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.120,00;;;0;£0,00;Project739;Construction;SO16 ;£3.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,07;;;0;£0,00;Project739;Construction;SO16 ;£3.500.000,00
NT1;Local people employed;no. people FTE;£26.746,00;3;£80.238,00;9;£240.714,00;Project741;Construction;WA14 ;£7.500.000,00
NT19;Local Supply Chain Spend (SMEs);£;£0,95;;;3936105;£3.723.474,24;Project741;Construction;WA14 ;£7.500.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,95;;;0;£0,00;Project741;Construction;WA14 ;£7.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,95;;;0;£0,00;Project742;Construction;CW1 ;£42.713.699,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,95;;;0;£0,00;Project742;Construction;CW1 ;£42.713.699,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,50;;;0;£0,00;Project509;Construction;OL16 ;£6.217.591,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,50;;;0;£0,00;Project509;Construction;OL16 ;£6.217.591,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,50;;;0;£0,00;Project161;Construction;LE67 ;£10.502.012,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,50;;;0;£0,00;Project161;Construction;LE67 ;£10.502.012,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,46;;;0;£0,00;Project206;Construction;WN2 ;£24.671.673,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,46;;;0;£0,00;Project206;Construction;WN2 ;£24.671.673,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,54;;;0;£0,00;Project133;Construction;SK5 ;£15.083.351,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;;;0;£0,00;Project133;Construction;SK5 ;£15.083.351,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,46;;;0;£0,00;Project743;Construction;M18 ;£14.899.993,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,46;;;0;£0,00;Project743;Construction;M18 ;£14.899.993,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,50;;;0;£0,00;Project198;Construction;OL11 ;£9.155.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,50;;;0;£0,00;Project198;Construction;OL11 ;£9.155.000,00
NT1;Local people employed;no. people FTE;£37.209,00;4;£148.836,00;0;£0,00;Project745;Construction;UB2 ;£4.092.081,00
NT19;Local Supply Chain Spend (SMEs);£;£0,78;283365,64;£220.840,40;0;£0,00;Project745;Construction;UB2 ;£4.092.081,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,78;1467299,94;£1.143.537,06;0;£0,00;Project745;Construction;UB2 ;£4.092.081,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project748;Construction;SN1 ;£1.220.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.654,00;;;0;£0,00;Project749;Construction;TR7 ;£1.660.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.892,00;20;£577.840,00;10;£288.920,00;Project752;Construction;#VALUE!;£1.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,33;;;0;£0,00;Project752;Construction;#VALUE!;£1.000.000,00
NT19;Value of work awarded to Local MSMEs;£;£0,33;500000;£165.000,00;150000;£49.500,00;Project752;Construction;#VALUE!;£1.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£28.892,00;;;5,79;£167.284,68;Project753;Construction;KA11 ;£22.817.458,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,33;;;6467000;£2.134.110,00;Project753;Construction;KA11 ;£22.817.458,00
NT19;Value of work awarded to Local MSMEs;£;£0,33;;;0;£0,00;Project753;Construction;KA11 ;£22.817.458,00
NT1;Local people employed;no. people FTE;£30.219,00;;;8,52;£257.465,88;Project755;Construction;RG30 ;£1.479.000,00
NT19;Local Supply Chain Spend (SMEs);£;£1,14;;;720;£820,24;Project755;Construction;RG30 ;£1.479.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,14;;;0;£0,00;Project755;Construction;RG30 ;£1.479.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project730;Construction;TR13 ;£3.340.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project730;Construction;TR13 ;£3.340.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,81;;;0;£0,00;Project749;Construction;TR7 ;£1.660.000,00
